Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,No,Travel_Rarely,Sales,10,Male,2,3,5487,1,14,3,2,2,2,10,4,0,9
28,No,Travel_Frequently,Sales,1,Male,2,4,6834,1,12,3,3,2,3,7,7,0,7
29,Yes,Travel_Frequently,Sales,24,Male,1,1,1091,1,17,3,4,3,3,1,0,0,0
39,No,Non-Travel,Sales,21,Female,2,3,5736,6,19,3,3,1,3,3,2,1,2
27,No,Travel_Rarely,Research & Development,2,Male,1,2,2226,1,11,3,3,3,2,5,3,1,2
34,No,Travel_Frequently,Research & Development,22,Male,2,4,5747,1,15,3,2,3,3,15,10,6,11
28,Yes,Travel_Rarely,Sales,13,Female,2,3,9854,3,11,3,4,0,3,2,0,2,2
47,No,Non-Travel,Research & Development,14,Male,2,2,5467,8,18,3,3,4,4,8,7,1,7
56,No,Travel_Rarely,Sales,11,Female,2,1,5380,4,16,3,3,3,3,0,0,0,0
39,No,Travel_Rarely,Research & Development,9,Male,2,1,5151,1,25,4,4,3,3,10,0,7,9
38,No,Travel_Frequently,Research & Development,8,Female,2,2,2133,1,16,3,3,3,3,20,11,0,7
58,No,Travel_Rarely,Sales,21,Female,4,4,17875,4,13,3,3,2,2,1,0,0,0
32,Yes,Travel_Frequently,Research & Development,5,Female,1,3,2432,3,14,3,1,2,3,4,1,0,3
38,No,Travel_Rarely,Research & Development,9,Male,1,4,4771,2,19,3,4,0,4,5,2,0,3
49,No,Travel_Frequently,Research & Development,2,Male,5,4,19161,3,15,3,4,3,3,5,4,4,3
42,No,Travel_Rarely,Sales,12,Male,2,4,5087,3,12,3,3,4,3,0,0,0,0
27,Yes,Travel_Frequently,Human Resources,22,Female,1,2,2863,1,12,3,1,2,3,1,0,0,0
35,No,Travel_Rarely,Sales,18,Male,2,1,5561,0,16,3,4,2,1,5,3,0,4
28,No,Non-Travel,Research & Development,16,Male,1,3,2144,1,14,3,3,3,2,5,3,1,4
31,No,Non-Travel,Research & Development,3,Male,1,1,3065,1,13,3,4,3,4,4,2,2,3
36,No,Non-Travel,Research & Development,9,Male,1,2,2810,1,22,4,2,3,3,5,4,0,2
34,No,Travel_Rarely,Sales,1,Male,3,4,9888,1,21,4,1,3,2,14,8,2,1
34,No,Travel_Rarely,Sales,13,Male,3,3,8628,1,18,3,3,2,2,8,7,1,1
26,No,Travel_Rarely,Research & Development,1,Male,1,1,2867,0,13,3,4,6,2,7,7,7,6
29,No,Travel_Rarely,Research & Development,1,Male,2,1,5373,0,12,3,1,5,2,5,3,0,2
32,No,Non-Travel,Research & Development,15,Female,2,4,6667,5,18,3,2,6,3,5,1,1,2
31,No,Travel_Frequently,Research & Development,1,Male,2,1,5003,1,21,4,2,6,3,10,8,8,7
28,Yes,Travel_Rarely,Research & Development,17,Male,1,4,2367,5,12,3,1,2,2,4,1,0,3
38,No,Travel_Rarely,Sales,1,Male,1,1,2858,4,14,3,1,3,2,1,0,0,0
35,No,Travel_Rarely,Sales,7,Female,2,4,5204,1,11,3,4,2,3,10,8,0,9
27,No,Travel_Rarely,Sales,9,Male,2,4,4105,1,14,3,1,5,3,7,7,0,7
32,No,Travel_Rarely,Research & Development,5,Male,2,4,9679,8,24,4,2,1,3,1,0,0,0
31,Yes,Travel_Frequently,Sales,26,Male,2,4,5617,1,11,3,3,4,3,10,7,0,8
53,Yes,Travel_Rarely,Sales,24,Male,3,1,10448,6,13,3,2,2,2,2,2,2,2
54,No,Travel_Rarely,Research & Development,9,Female,2,3,2897,3,11,3,3,6,2,4,3,2,3
33,No,Travel_Frequently,Research & Development,7,Male,2,3,5968,1,20,4,3,2,3,9,7,2,8
43,No,Travel_Rarely,Research & Development,11,Male,3,3,7510,1,17,3,2,1,3,10,9,0,9
38,No,Travel_Frequently,Human Resources,1,Male,1,2,2991,0,11,3,2,2,3,6,2,1,2
55,No,Travel_Rarely,Human Resources,26,Male,5,2,19636,4,18,3,1,0,3,10,9,1,4
31,No,Travel_Rarely,Research & Development,2,Female,1,4,1129,1,11,3,3,4,3,1,0,0,0
39,No,Travel_Rarely,Sales,15,Male,4,1,13341,0,12,3,1,3,3,20,8,11,10
42,No,Non-Travel,Research & Development,23,Male,2,3,4332,1,12,3,4,2,3,20,9,3,7
31,No,Non-Travel,Research & Development,10,Female,3,3,11031,4,20,4,3,2,4,11,7,4,8
54,No,Travel_Rarely,Research & Development,10,Female,2,1,4440,6,19,3,4,3,3,5,2,1,4
24,No,Travel_Rarely,Research & Development,1,Male,2,3,4617,1,12,3,2,2,2,4,3,1,2
23,No,Travel_Rarely,Research & Development,12,Male,1,4,2647,1,13,3,3,6,4,5,2,1,4
40,No,Travel_Frequently,Research & Development,11,Female,2,3,6323,1,11,3,1,2,4,10,9,9,4
40,No,Travel_Rarely,Sales,2,Female,2,2,5677,3,14,3,3,4,3,11,8,5,10
25,No,Travel_Rarely,Human Resources,2,Female,1,2,2187,4,14,3,3,3,3,2,0,1,2
30,No,Travel_Rarely,Research & Development,1,Male,1,2,3748,1,13,3,3,6,2,12,8,1,7
25,No,Travel_Rarely,Research & Development,2,Male,1,3,3977,6,19,3,3,2,2,2,2,0,2
47,No,Travel_Rarely,Research & Development,25,Male,3,3,8633,2,23,4,2,3,3,17,14,12,11
33,No,Non-Travel,Research & Development,1,Male,1,3,2008,1,12,3,3,2,2,1,1,0,0
38,No,Travel_Rarely,Sales,1,Male,2,2,4440,0,15,3,1,3,3,15,13,5,8
31,No,Travel_Rarely,Sales,2,Male,1,3,3067,0,19,3,3,1,3,2,2,1,2
38,No,Travel_Frequently,Research & Development,6,Male,2,3,5321,2,11,3,4,1,3,8,3,7,7
42,No,Travel_Rarely,Research & Development,18,Male,2,1,5410,6,17,3,3,3,2,4,3,1,2
41,No,Travel_Rarely,Research & Development,1,Male,1,4,2782,3,22,4,1,3,3,5,3,1,0
47,No,Non-Travel,Research & Development,1,Female,3,2,11957,0,18,3,1,3,1,13,8,5,12
35,No,Travel_Rarely,Research & Development,11,Male,1,3,2660,7,11,3,3,3,3,2,2,2,2
22,No,Travel_Rarely,Research & Development,1,Male,1,3,3375,0,12,3,4,2,4,3,2,1,2
35,No,Travel_Rarely,Research & Development,9,Male,2,3,5098,1,19,3,2,5,3,10,7,0,8
33,No,Travel_Rarely,Research & Development,15,Female,2,4,4878,0,13,3,1,6,3,9,7,8,1
32,No,Travel_Rarely,Research & Development,29,Female,1,2,2837,1,13,3,3,3,3,6,2,4,1
40,No,Travel_Rarely,Research & Development,1,Male,1,4,2406,8,19,3,3,3,2,1,0,0,0
32,No,Travel_Rarely,Sales,1,Male,1,2,2269,0,14,3,2,2,3,2,2,2,2
39,No,Travel_Rarely,Research & Development,24,Male,2,4,4108,7,13,3,1,2,3,7,7,1,7
38,No,Travel_Rarely,Research & Development,10,Female,3,3,13206,3,12,3,1,3,3,18,16,1,11
32,No,Travel_Rarely,Sales,1,Female,3,4,10422,1,19,3,3,3,3,14,10,5,7
37,No,Travel_Rarely,Research & Development,10,Female,3,4,13744,1,25,4,1,2,3,16,11,6,8
25,No,Travel_Rarely,Sales,8,Female,2,3,4907,0,22,4,2,3,2,5,3,0,4
52,No,Non-Travel,Sales,29,Male,1,4,3482,2,15,3,2,3,2,9,8,0,0
44,No,Travel_Rarely,Research & Development,1,Male,1,4,2436,6,12,3,3,2,3,4,3,1,2
21,No,Travel_Rarely,Sales,5,Male,1,1,2380,1,11,3,4,6,3,2,2,1,2
39,No,Non-Travel,Research & Development,9,Male,5,4,19431,2,13,3,3,3,2,6,0,1,3
23,Yes,Travel_Frequently,Sales,9,Male,1,1,1790,1,19,3,1,3,2,1,0,1,0
36,No,Travel_Rarely,Sales,3,Female,3,4,7644,0,19,3,3,2,3,9,7,3,4
36,No,Travel_Frequently,Research & Development,4,Female,2,2,5131,7,13,3,2,3,3,4,2,0,2
56,No,Non-Travel,Research & Development,1,Male,2,3,6306,1,21,4,1,2,2,13,12,1,9
29,Yes,Travel_Rarely,Research & Development,1,Male,1,4,4787,9,14,3,2,3,4,2,2,2,2
42,No,Travel_Rarely,Research & Development,2,Male,5,3,18880,5,11,3,1,2,2,22,6,4,14
56,Yes,Travel_Rarely,Research & Development,7,Male,1,3,2339,8,11,3,4,4,1,10,9,9,8
41,No,Travel_Rarely,Research & Development,28,Female,4,2,13570,0,23,4,3,3,3,20,7,0,10
34,No,Travel_Rarely,Sales,28,Female,2,3,6712,1,21,4,4,2,3,8,7,1,7
36,No,Non-Travel,Sales,15,Male,2,4,5406,1,24,4,1,4,2,15,12,11,11
41,No,Travel_Rarely,Sales,3,Male,2,2,8938,2,11,3,3,5,3,5,4,0,4
32,No,Travel_Rarely,Research & Development,2,Male,1,1,2439,1,14,3,4,4,3,4,2,1,2
35,No,Travel_Rarely,Human Resources,26,Female,3,4,8837,1,16,3,3,2,3,9,0,1,7
38,No,Travel_Rarely,Sales,10,Female,2,4,5343,1,11,3,3,1,3,10,7,1,9
50,Yes,Travel_Frequently,Sales,1,Male,2,3,6728,7,12,3,4,3,3,6,3,0,1
36,No,Travel_Rarely,Sales,11,Female,2,4,6652,4,13,3,1,2,2,6,3,0,0
45,No,Travel_Rarely,Sales,20,Female,2,3,4850,8,15,3,3,3,3,5,3,0,1
40,No,Travel_Rarely,Research & Development,2,Male,1,3,2809,2,14,3,4,2,3,2,2,2,2
35,No,Travel_Frequently,Research & Development,18,Male,2,3,5689,1,14,3,4,2,4,10,2,0,2
40,No,Travel_Rarely,Research & Development,2,Female,1,3,2001,2,14,3,2,2,3,5,3,0,2
35,No,Travel_Rarely,Research & Development,1,Female,1,4,2977,1,12,3,4,5,3,4,3,1,1
29,No,Travel_Rarely,Research & Development,13,Male,2,2,4025,4,13,3,1,2,3,4,3,0,3
29,No,Travel_Rarely,Research & Development,28,Female,1,1,3785,1,14,3,2,3,1,5,4,0,4
50,Yes,Travel_Rarely,Sales,28,Male,3,1,10854,4,13,3,2,3,3,3,2,2,0
39,No,Travel_Rarely,Sales,24,Female,4,4,12031,0,11,3,1,2,2,20,9,9,6
31,No,Non-Travel,Research & Development,5,Male,2,1,9936,0,19,3,2,2,3,9,4,1,7
26,No,Travel_Rarely,Sales,5,Female,1,3,2966,0,18,3,4,2,3,4,2,0,0
36,No,Travel_Frequently,Research & Development,23,Male,2,4,2571,4,17,3,3,3,3,5,2,0,3
39,No,Travel_Rarely,Research & Development,6,Male,3,1,9991,4,15,3,1,5,3,7,7,1,7
27,No,Travel_Rarely,Research & Development,4,Male,2,2,6142,1,20,4,2,0,3,6,2,0,3
49,No,Travel_Frequently,Sales,2,Male,2,2,5390,2,14,3,4,3,2,9,6,0,8
34,No,Travel_Rarely,Research & Development,8,Male,2,3,4404,2,12,3,1,3,4,4,3,1,2
